"요일별","시간대별","월별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"수","04시-06시","전체","사망자수[명]","명","41","60","46","39","47","52","41","30","35","32","30",
"수","04시-06시","전체","부상자수[명]","명","1482","1429","1370","1321","1249","1226","1210","1157","991","754","824",
"수","04시-06시","1월","사고건수[건]","건","57","77","90","68","70","68","80","63","70","34","49",
"수","04시-06시","1월","사망자수[명]","명","2","7","7","4","4","8","3","3","3","2","5",
"수","04시-06시","1월","부상자수[명]","명","71","120","140","94","104","86","109","86","83","48","65",
"수","04시-06시","2월","사고건수[건]","건","88","62","59","68","75","60","72","52","60","38","30",
"수","04시-06시","2월","사망자수[명]","명","3","4","2","2","5","1","3","2","3","0","4",
"수","04시-06시","2월","부상자수[명]","명","150","85","78","99","105","83","94","75","73","50","36",
"수","04시-06시","3월","사고건수[건]","건","62","75","59","64","80","77","44","61","51","65","49",
"수","04시-06시","3월","사망자수[명]","명","4","3","6","3","7","1","2","3","3","5","1",
"수","04시-06시","3월","부상자수[명]","명","90","98","85","90","92","116","61","90","66","87","60",
"수","04시-06시","4월","사고건수[건]","건","100","73","98","88","85","58","70","65","61","41","43",
"수","04시-06시","4월","사망자수[명]","명","2","4","3","3","7","6","5","2","2","0","2",
"수","04시-06시","4월","부상자수[명]","명","166","99","148","118","119","77","117","97","78","61","54",
"수","04시-06시","5월","사고건수[건]","건","72","80","63","81","45","78","73","77","51","29","52",
"수","04시-06시","5월","사망자수[명]","명","3","5","1","4","1","3","2","4","3","1","1",
"수","04시-06시","5월","부상자수[명]","명","105","129","97","118","73","122","108","101","88","32","70",
"수","04시-06시","6월","사고건수[건]","건","83","75","78","63","68","66","79","60","57","46","62",
"수","04시-06시","6월","사망자수[명]","명","5","3","4","1","4","0","2","3","1","2","2",
"수","04시-06시","6월","부상자수[명]","명","112","121","119","87","82","94","129","88","89","60","95",
"수","04시-06시","7월","사고건수[건]","건","79","108","89","93","66","65","60","51","80","51","47",
"수","04시-06시","7월","사망자수[명]","명","0","5","4","3","2","6","0","2","3","5","2",
"수","04시-06시","7월","부상자수[명]","명","120","144","132","134","102","83","93","84","110","66","55",
"수","04시-06시","8월","사고건수[건]","건","114","68","59","81","100","100","88","83","58","39","67",
"수","04시-06시","8월","사망자수[명]","명","4","6","2","4","3","2","7","3","4","4","4",
"수","04시-06시","8월","부상자수[명]","명","174","90","89","114","149","144","125","110","90","43","91",
"수","04시-06시","9월","사고건수[건]","건","80","99","97","86","72","80","64","67","62","52","60",
"수","04시-06시","9월","사망자수[명]","명","7","9","7","5","7","7","3","1","2","1","2",
"수","04시-06시","9월","부상자수[명]","명","116","139","130","138","119","108","88","83","84","75","76",
"수","04시-06시","10월","사고건수[건]","건","106","94","103","76","73","69","84","82","61","39","50",
"수","04시-06시","10월","사망자수[명]","명","3","2","5","6","2","7","3","2","3","3","0",
"수","04시-06시","10월","부상자수[명]","명","163","159","140","98","116","113","110","118","87","54","68",
"수","04시-06시","11월","사고건수[건]","건","72","64","66","78","83","87","63","61","49","53","63",
"수","04시-06시","11월","사망자수[명]","명","3","4","1","1","4","5","3","2","3","4","1",
"수","04시-06시","11월","부상자수[명]","명","99","98","104","108","113","121","88","79","70","80","79",
"수","04시-06시","12월","사고건수[건]","건","78","87","79","90","52","64","57","96","39","66","58",
"수","04시-06시","12월","사망자수[명]","명","5","8","4","3","1","6","8","3","5","5","6",
"수","04시-06시","12월","부상자수[명]","명","116","147","108","123","75","79","88","146","73","98","75",
"수","06시-08시","전체","사고건수[건]","건","1911","2026","2067","2143","2077","1924","2007","2014","1911","1789","1790",
"수","06시-08시","전체","사망자수[명]","명","64","67","64","64","52","33","53","40","41","37","38",
"수","06시-08시","전체","부상자수[명]","명","2787","2925","3042","2975","2946","2790","2863","2977","2648","2431","2473",
"수","06시-08시","1월","사고건수[건]","건","123","185","160","165","148","164","206","196","183","149","150",
"수","06시-08시","1월","사망자수[명]","명","5","17","5","12","2","5","6","5","9","6","3",
"수","06시-08시","1월","부상자수[명]","명","172","252","243","217","202","241","285","284","288","201","206",
"수","06시-08시","2월","사고건수[건]","건","154","134","124","135","132","130","151","108","147","110","102",
"수","06시-08시","2월","사망자수[명]","명","7","3","4","2","10","3","3","4","1","1","4",
"수","06시-08시","2월","부상자수[명]","명","220","200","177","197","211","176","214","136","201","144","147",
"수","06시-08시","3월","사고건수[건]","건","160","146","167","151","184","161","143","175","115","173","122",
"수","06시-08시","3월","사망자수[명]","명","3","3","5","7","5","9","4","3","2","1","3",
"수","06시-08시","3월","부상자수[명]","명","239","219","253","195","255","249","202","254","154","246","169",
"수","06시-08시","4월","사고건수[건]","건","125","154","213","170","153","142","149","180","148","139","149",
"수","06시-08시","4월","사망자수[명]","명","6","1","4","2","1","4","0","2","3","3","2",
"수","06시-08시","4월","부상자수[명]","명","184","216","311","264","242","196","220","292","193","189","196",
"수","06시-08시","5월","사고건수[건]","건","228","211","175","179","164","169","209","202","161","100","148",
"수","06시-08시","5월","사망자수[명]","명","6","3","9","5","3","1","3","4","1","0","1",
"수","06시-08시","5월","부상자수[명]","명","292","296","250","259","225","233","308","280","236","146","210",
"수","06시-08시","6월","사고건수[건]","건","136","162","159","144","203","142","131","121","154","160","155",
"수","06시-08시","6월","사망자수[명]","명","1","1","2","2","3","1","3","3","1","2","6",
"수","06시-08시","6월","부상자수[명]","명","187","235","256","211","289","215","192","170","204","222","205",
"수","06시-08시","7월","사고건수[건]","건","138","171","160","206","161","124","152","174","180","145","131",
"수","06시-08시","7월","사망자수[명]","명","3","3","3","3","6","0","2","4","2","3","3",
"수","06시-08시","7월","부상자수[명]","명","216","242","252","282","236","200","200","239","278","183","217",
"수","06시-08시","8월","사고건수[건]","건","160","139","143","133","180","174","183","140","118","119","147",
"수","06시-08시","8월","사망자수[명]","명","7","4","3","3","3","1","4","2","3","1","2",
"수","06시-08시","8월","부상자수[명]","명","219","180","203","179","248","253","258","202","165","151","217",
"수","06시-08시","9월","사고건수[건]","건","176","156","145","238","153","177","154","163","159","142","149",
"수","06시-08시","9월","사망자수[명]","명","6","2","4","7","1","2","6","5","3","1","2",
"수","06시-08시","9월","부상자수[명]","명","282","245","203","316","209","260","230","225","210","188","176",
"수","06시-08시","10월","사고건수[건]","건","189","211","221","189","173","140","170","209","168","163","168",
"수","06시-08시","10월","사망자수[명]","명","7","8","6","6","6","1","7","2","3","5","4",
"수","06시-08시","10월","부상자수[명]","명","304","312","333","262","242","225","263","312","221","221","234",
"수","06시-08시","11월","사고건수[건]","건","170","163","208","213","245","252","168","186","168","172","199",
"수","06시-08시","11월","사망자수[명]","명","5","6","14","8","10","5","5","4","6","8","3",
"수","06시-08시","11월","부상자수[명]","명","254","228","295","281","335","330","246","293","219","259","252",
"수","06시-08시","12월","사고건수[건]","건","152","194","192","220","181","149","191","160","210","217","170",
"수","06시-08시","12월","사망자수[명]","명","8","16","5","7","2","1","10","2","7","6","5",
"수","06시-08시","12월","부상자수[명]","명","218","300","266","312","252","212","245","290","279","281","244",
"수","08시-10시","전체","사고건수[건]","건","3070","3225","3357","3527","3624","3579","3570","3774","3309","3280","3468",
"수","08시-10시","전체","사망자수[명]","명","50","55","50","57","51","38","40","41","39","38","36",
"수","08시-10시","전체","부상자수[명]","명","4427","4721","4829","5165","5082","5098","5176","5463","4701","4597","4674",
"수","08시-10시","1월","사고건수[건]","건","188","240","266","153","262","260","349","259","248","227","218",
"수","08시-10시","1월","사망자수[명]","명","3","1","10","2","3","2","3","4","0","3","1",
"수","08시-10시","1월","부상자수[명]","명","277","347","388","202","385","367","517","385","354","330","287",
"수","08시-10시","2월","사고건수[건]","건","271","233","174","202","217","213","223","182","263","246","130",
"수","08시-10시","2월","사망자수[명]","명","5","8","2","8","4","1","3","4","2","4","2",
"수","08시-10시","2월","부상자수[명]","명","410","338","244","440","291","304","353","258","385","357","177",
"수","08시-10시","3월","사고건수[건]","건","225","213","243","287","336","318","269","307","184","309","240",
"수","08시-10시","3월","사망자수[명]","명","2","8","1","0","7","4","0","4","2","3","1",
"수","08시-10시","3월","부상자수[명]","명","332","289","324","417","483","461","381","473","260","430","320",
"수","08시-10시","4월","사고건수[건]","건","238","278","333","342","279","303","312","307","252","291","281",
"수","08시-10시","4월","사망자수[명]","명","2","4","4","5","5","1","3","3","2","5","1",
"수","08시-10시","4월","부상자수[명]","명","369","424","470","502","405","472","437","411","325","407","401",
"수","08시-10시","5월","사고건수[건]","건","342","321","286","334","330","357","383","403","268","212","326",
"수","08시-10시","5월","사망자수[명]","명","4","5","7","7","3","6","5","3","3","4","4",
"수","08시-10시","5월","부상자수[명]","명","486","455","441","454","457","521","562","572","360","288","429",
"수","08시-10시","6월","사고건수[건]","건","238","265","252","305","388","278","189","353","292","342","350",
"수","08시-10시","6월","사망자수[명]","명","4","7","4","3","7","2","3","5","6","3","6",
"수","08시-10시","6월","부상자수[명]","명","337","390","361","439","520","370","266","501","413","479","481",
"수","08시-10시","7월","사고건수[건]","건","242","310","332","345","274","295","312","349","346","263","279",
"수","08시-10시","7월","사망자수[명]","명","6","4","3","4","6","6","4","7","4","3","3",
"수","08시-10시","7월","부상자수[명]","명","309","470","466","494","346","414","476","488","517","381","368",
"수","08시-10시","8월","사고건수[건]","건","261","248","235","262","365","316","331","312","238","232","311",
"수","08시-10시","8월","사망자수[명]","명","5","1","6","2","4","1","5","1","3","3","3",
"수","08시-10시","8월","부상자수[명]","명","374","363","336","417","496","448","507","464","340","325","395",
"수","08시-10시","9월","사고건수[건]","건","278","253","255","408","222","329","289","321","286","309","359",
"수","08시-10시","9월","사망자수[명]","명","5","3","3","9","2","3","5","1","4","2","3",
"수","08시-10시","9월","부상자수[명]","명","393","350","390","517","329","443","419","450","400","410","473",
"수","08시-10시","10월","사고건수[건]","건","320","345","334","302","289","257","351","423","290","267","335",
"수","08시-10시","10월","사망자수[명]","명","8","6","3","7","2","5","2","4","8","2","2",
"수","08시-10시","10월","부상자수[명]","명","459","525","485","427","397","380","456","699","435","388","456",
"수","08시-10시","11월","사고건수[건]","건","263","258","325","284","408","360","302","325","338","271","335",
"수","08시-10시","11월","사망자수[명]","명","5","3","4","3","6","5","3","2","3","1","3",
"수","08시-10시","11월","부상자수[명]","명","381","353","474","418","606","521","436","429","494","366","469",
"수","08시-10시","12월","사고건수[건]","건","204","261","322","303","254","293","260","233","304","311","304",
"수","08시-10시","12월","사망자수[명]","명","1","5","3","7","2","2","4","3","2","5","7",
"수","08시-10시","12월","부상자수[명]","명","300","417","450","438","367","397","366","333","418","436","418",
"수","10시-12시","전체","사고건수[건]","건","2494","2478","2732","2908","2862","2897","2869","3246","3130","3024","2764",
"수","10시-12시","전체","사망자수[명]","명","83","46","60","52","62","53","41","48","45","52","50",
"수","10시-12시","전체","부상자수[명]","명","3717","3526","3869","4082","4220","4150","4173","4656","4272","4183","3825",
"수","10시-12시","1월","사고건수[건]","건","185","206","219","169","182","219","241","275","243","202","215",
"수","10시-12시","1월","사망자수[명]","명","7","1","4","4","4","2","3","9","8","2","2",
"수","10시-12시","1월","부상자수[명]","명","310","304","328","238","286","307","336","379","317","298","318",
"수","10시-12시","2월","사고건수[건]","건","259","190","172","209","205","208","222","199","232","230","168",
"수","10시-12시","2월","사망자수[명]","명","5","6","5","2","5","2","2","2","4","2","2",
"수","10시-12시","2월","부상자수[명]","명","396","261","245","309","315","299","329","344","316","331","236",
"수","10시-12시","3월","사고건수[건]","건","185","157","205","188","249","235","205","221","211","276","255",
"수","10시-12시","3월","사망자수[명]","명","5","0","2","4","6","0","4","3","0","1","5",
"수","10시-12시","3월","부상자수[명]","명","268","228","284","252","380","338","285","316","287","369","310",
"수","10시-12시","4월","사고건수[건]","건","181","175","255","280","241","219","205","235","287","202","210",
"수","10시-12시","4월","사망자수[명]","명","5","3","5","2","3","4","0","1","6","5","3",
"수","10시-12시","4월","부상자수[명]","명","266","245","368","409","400","299","301","317","380","285","280",
"수","10시-12시","5월","사고건수[건]","건","241","231","224","228","251","258","286","322","279","247","223",
"수","10시-12시","5월","사망자수[명]","명","8","6","4","3","8","5","5","6","5","4","6",
"수","10시-12시","5월","부상자수[명]","명","380","312","288","333","343","388","415","473","357","367","295",
"수","10시-12시","6월","사고건수[건]","건","192","199","232","226","256","207","212","271","238","303","256",
"수","10시-12시","6월","사망자수[명]","명","12","3","7","5","4","3","2","3","4","5","5",
"수","10시-12시","6월","부상자수[명]","명","281","265","331","307","368","277","304","352","315","409","352",
"수","10시-12시","7월","사고건수[건]","건","205","251","293","290","229","224","221","337","300","269","227",
"수","10시-12시","7월","사망자수[명]","명","6","4","3","6","5","4","2","3","3","5","3",
"수","10시-12시","7월","부상자수[명]","명","286","375","406","405","313","344","327","503","409","366","315",
"수","10시-12시","8월","사고건수[건]","건","262","217","210","255","280","290","276","268","256","241","273",
"수","10시-12시","8월","사망자수[명]","명","4","8","8","6","1","6","5","5","4","5","4",
"수","10시-12시","8월","부상자수[명]","명","377","327","335","355","391","413","452","373","398","346","401",
"수","10시-12시","9월","사고건수[건]","건","139","218","207","306","210","267","226","284","286","290","241",
"수","10시-12시","9월","사망자수[명]","명","7","1","7","5","5","4","3","3","2","4","4",
"수","10시-12시","9월","부상자수[명]","명","188","338","318","420","310","395","325","394","409","400","322",
"수","10시-12시","10월","사고건수[건]","건","246","293","273","251","234","232","304","320","262","239","211",
"수","10시-12시","10월","사망자수[명]","명","10","8","6","6","6","7","7","5","3","5","6",
"수","10시-12시","10월","부상자수[명]","명","369","401","368","350","366","367","462","460","344","320","339",
"수","10시-12시","11월","사고건수[건]","건","215","175","228","242","313","315","249","278","307","253","287",
"수","10시-12시","11월","사망자수[명]","명","9","3","3","5","11","9","3","5","4","5","7",
"수","10시-12시","11월","부상자수[명]","명","316","225","324","354","432","432","327","398","408","339","388",
"수","10시-12시","12월","사고건수[건]","건","184","166","214","264","212","223","222","236","229","272","198",
"수","10시-12시","12월","사망자수[명]","명","5","3","6","4","4","7","5","3","2","9","3",
"수","10시-12시","12월","부상자수[명]","명","280","245","274","350","316","291","310","347","332","353","269",
"수","12시-14시","전체","사고건수[건]","건","2617","2598","2876","2894","2924","2961","3002","3279","3141","3292","2980",
"수","12시-14시","전체","사망자수[명]","명","44","36","63","37","48","46","42","36","53","46","35",
"수","12시-14시","전체","부상자수[명]","명","3862","3814","4186","4147","4202","4330","4267","4798","4457","4700","4177",
"수","12시-14시","1월","사고건수[건]","건","204","213","213","176","176","264","283","267","248","227","217",
"수","12시-14시","1월","사망자수[명]","명","7","3","5","3","3","4","1","3","5","3","2",
"수","12시-14시","1월","부상자수[명]","명","317","327","342","262","260","391","400","375","357","317","303",
"수","12시-14시","2월","사고건수[건]","건","210","179","195","191","236","205","217","207","232","234","209",
"수","12시-14시","2월","사망자수[명]","명","4","2","7","1","2","3","1","1","3","2","2",
"수","12시-14시","2월","부상자수[명]","명","323","235","307","278","382","281","315","346","304","319","288",
"수","12시-14시","3월","사고건수[건]","건","181","206","187","221","265","237","182","229","202","307","250",
"수","12시-14시","3월","사망자수[명]","명","4","3","2","2","2","4","4","2","3","7","4",
"수","12시-14시","3월","부상자수[명]","명","246","291","264","331","373","326","250","308","296","424","350",
"수","12시-14시","4월","사고건수[건]","건","194","184","262","324","237","209","222","227","279","263","235",
"수","12시-14시","4월","사망자수[명]","명","4","6","7","4","6","1","5","3","8","3","2",
"수","12시-14시","4월","부상자수[명]","명","291","272","362","446","338","287","302","318","439","381","345",
"수","12시-14시","5월","사고건수[건]","건","289","263","245","246","262","289","299","360","284","273","237",
"수","12시-14시","5월","사망자수[명]","명","4","4","9","4","4","5","4","5","6","6","2",
"수","12시-14시","5월","부상자수[명]","명","399","383","341","351","348","417","421","517","374","419","341",
"수","12시-14시","6월","사고건수[건]","건","211","200","237","200","279","222","219","247","249","315","300",
"수","12시-14시","6월","사망자수[명]","명","2","1","6","4","7","3","2","4","4","1","6",
"수","12시-14시","6월","부상자수[명]","명","310","271","340","290","409","310","311","357","333","444","390",
"수","12시-14시","7월","사고건수[건]","건","222","272","284","298","241","230","224","331","312","265","225",
"수","12시-14시","7월","사망자수[명]","명","2","3","3","4","4","6","2","6","5","3","2",
"수","12시-14시","7월","부상자수[명]","명","342","439","401","436","344","359","327","472","425","381","314",
"수","12시-14시","8월","사고건수[건]","건","241","229","240","227","317","295","305","284","281","253","306",
"수","12시-14시","8월","사망자수[명]","명","3","2","4","0","3","5","3","4","3","6","1",
"수","12시-14시","8월","부상자수[명]","명","391","350","375","363","481","409","466","430","420","388","435",
"수","12시-14시","9월","사고건수[건]","건","191","207","244","323","203","259","249","254","259","329","240",
"수","12시-14시","9월","사망자수[명]","명","2","3","5","2","2","5","2","1","5","3","3",
"수","12시-14시","9월","부상자수[명]","명","256","308","366","437","286","390","380","378","379","472","322",
"수","12시-14시","10월","사고건수[건]","건","240","257","285","214","235","222","334","361","240","274","248",
"수","12시-14시","10월","사망자수[명]","명","6","4","8","8","4","1","8","5","5","2","5",
"수","12시-14시","10월","부상자수[명]","명","334","378","400","279","324","383","433","549","337","391","398",
"수","12시-14시","11월","사고건수[건]","건","170","212","233","222","275","313","233","277","278","259","278",
"수","12시-14시","11월","사망자수[명]","명","1","2","1","3","9","5","6","1","1","4","6",
"수","12시-14시","11월","부상자수[명]","명","234","306","350","317","392","469","324","404","395","352","363",
"수","12시-14시","12월","사고건수[건]","건","264","176","251","252","198","216","235","235","277","293","235",
"수","12시-14시","12월","사망자수[명]","명","5","3","6","2","2","4","4","1","5","6","0",
"수","12시-14시","12월","부상자수[명]","명","419","254","338","357","265","308","338","344","398","412","328",
"수","14시-16시","전체","사고건수[건]","건","3128","2961","3318","3445","3380","3298","3401","3719","3494","3547","3278",
"수","14시-16시","전체","사망자수[명]","명","56","56","59","52","42","57","51","52","57","34","32",
"수","14시-16시","전체","부상자수[명]","명","4492","4292","4826","4965","4877","4739","4889","5285","4934","5001","4536",
"수","14시-16시","1월","사고건수[건]","건","216","219","254","203","235","222","275","312","303","255","209",
"수","14시-16시","1월","사망자수[명]","명","5","4","2","2","5","3","4","5","6","2","2",
"수","14시-16시","1월","부상자수[명]","명","349","344","393","324","325","306","402","418","425","343","287",
"수","14시-16시","2월","사고건수[건]","건","268","204","195","214","277","230","285","238","246","293","206",
"수","14시-16시","2월","사망자수[명]","명","3","4","6","4","1","9","3","7","2","1","2",
"수","14시-16시","2월","부상자수[명]","명","405","289","286","302","425","301","402","378","365","438","319",
"수","14시-16시","3월","사고건수[건]","건","213","220","254","258","316","260","260","250","236","349","280",
"수","14시-16시","3월","사망자수[명]","명","2","5","4","2","7","6","8","3","5","4","3",
"수","14시-16시","3월","부상자수[명]","명","275","333","334","361","438","382","350","333","328","474","384",
"수","14시-16시","4월","사고건수[건]","건","274","220","307","340","266","268","260","281","330","280","237",
"수","14시-16시","4월","사망자수[명]","명","4","3","6","8","4","6","4","3","4","1","2",
"수","14시-16시","4월","부상자수[명]","명","407","326","434","478","426","393","359","400","464","380","348",
"수","14시-16시","5월","사고건수[건]","건","326","304","295","325","297","308","351","373","320","271","297",
"수","14시-16시","5월","사망자수[명]","명","3","4","3","8","2","3","1","5","6","3","1",
"수","14시-16시","5월","부상자수[명]","명","456","450","427","485","403","477","500","523","421","424","395",
"수","14시-16시","6월","사고건수[건]","건","254","243","255","242","339","236","273","296","309","335","342",
"수","14시-16시","6월","사망자수[명]","명","6","6","6","1","0","4","1","3","3","2","3",
"수","14시-16시","6월","부상자수[명]","명","349","334","363","331","499","319","403","400","454","451","480",
"수","14시-16시","7월","사고건수[건]","건","253","314","336","349","272","272","280","373","330","272","271",
"수","14시-16시","7월","사망자수[명]","명","6","8","3","4","4","2","3","5","1","4","4",
"수","14시-16시","7월","부상자수[명]","명","370","504","468","506","373","391","425","539","507","364","391",
"수","14시-16시","8월","사고건수[건]","건","305","255","300","285","357","352","320","310","251","258","312",
"수","14시-16시","8월","사망자수[명]","명","7","4","6","6","3","10","6","3","5","2","4",
"수","14시-16시","8월","부상자수[명]","명","454","354","438","418","528","528","497","433","345","384","418",
"수","14시-16시","9월","사고건수[건]","건","256","240","294","360","220","294","261","340","324","374","274",
"수","14시-16시","9월","사망자수[명]","명","9","2","4","4","5","3","6","6","9","3","5",
"수","14시-16시","9월","부상자수[명]","명","354","341","453","507","326","407","389","519","450","516","377",
"수","14시-16시","10월","사고건수[건]","건","310","301","300","284","275","234","354","390","267","280","259",
"수","14시-16시","10월","사망자수[명]","명","4","7","7","4","4","3","7","6","6","6","3",
"수","14시-16시","10월","부상자수[명]","명","449","391","455","414","389","372","484","544","353","412","359",
"수","14시-16시","11월","사고건수[건]","건","230","257","242","252","301","360","230","324","272","256","349",
"수","14시-16시","11월","사망자수[명]","명","3","4","10","1","5","5","6","3","5","5","3",
"수","14시-16시","11월","부상자수[명]","명","309","356","357","383","413","500","316","452","392","362","451",
"수","14시-16시","12월","사고건수[건]","건","223","184","286","333","225","262","252","232","306","324","242",
"수","14시-16시","12월","사망자수[명]","명","4","5","2","8","2","3","2","3","5","1","0",
"수","14시-16시","12월","부상자수[명]","명","315","270","418","456","332","363","362","346","430","453","327",
"수","16시-18시","전체","사고건수[건]","건","3387","3418","3671","3976","3838","3884","4034","4344","4060","4171","3950",
"수","16시-18시","전체","사망자수[명]","명","71","64","57","69","40","58","63","50","39","33","29",
"수","16시-18시","전체","부상자수[명]","명","4803","4809","5254","5653","5417","5552","5760","6141","5749","5828","5475",
"수","16시-18시","1월","사고건수[건]","건","234","240","249","229","247","269","339","322","331","254","247",
"수","16시-18시","1월","사망자수[명]","명","4","3","3","3","1","7","4","2","2","1","2",
"수","16시-18시","1월","부상자수[명]","명","339","349","366","337","335","385","481","473","471","372","361",
"수","16시-18시","2월","사고건수[건]","건","274","191","200","191","270","222","288","220","282","283","224",
"수","16시-18시","2월","사망자수[명]","명","7","2","3","3","3","4","2","4","2","1","0",
"수","16시-18시","2월","부상자수[명]","명","385","265","288","307","375","363","423","308","399","371","312",
"수","16시-18시","3월","사고건수[건]","건","247","235","274","278","322","306","294","300","275","366","296",
"수","16시-18시","3월","사망자수[명]","명","5","6","2","2","4","1","7","3","6","2","4",
"수","16시-18시","3월","부상자수[명]","명","343","297","376","397","447","423","389","419","416","513","402",
"수","16시-18시","4월","사고건수[건]","건","248","299","342","337","307","331","334","335","367","323","314",
"수","16시-18시","4월","사망자수[명]","명","6","2","2","10","1","2","6","4","3","2","2",
"수","16시-18시","4월","부상자수[명]","명","345","435","452","504","423","463","464","465","536","474","481",
"수","16시-18시","5월","사고건수[건]","건","340","394","327","316","368","380","390","492","409","349","361",
"수","16시-18시","5월","사망자수[명]","명","6","2","8","4","6","8","7","6","3","7","3",
"수","16시-18시","5월","부상자수[명]","명","513","559","458","408","532","527","549","717","613","485","493",
"수","16시-18시","6월","사고건수[건]","건","299","285","290","343","384","331","295","365","328","454","389",
"수","16시-18시","6월","사망자수[명]","명","7","6","4","11","4","7","6","5","3","2","2",
"수","16시-18시","6월","부상자수[명]","명","433","380","408","466","541","434","422","516","445","644","521",
"수","16시-18시","7월","사고건수[건]","건","250","322","376","438","329","334","329","438","371","376","296",
"수","16시-18시","7월","사망자수[명]","명","4","9","6","8","4","9","4","5","2","3","0",
"수","16시-18시","7월","부상자수[명]","명","364","467","549","588","499","451","461","617","507","515","417",
"수","16시-18시","8월","사고건수[건]","건","301","279","286","325","373","366","380","335","304","318","372",
"수","16시-18시","8월","사망자수[명]","명","2","5","6","9","5","5","3","0","3","2","6",
"수","16시-18시","8월","부상자수[명]","명","440","390","437","473","592","524","606","473","434","442","533",
"수","16시-18시","9월","사고건수[건]","건","283","252","280","437","252","338","323","410","334","394","366",
"수","16시-18시","9월","사망자수[명]","명","9","8","2","3","1","3","2","4","3","3","2",
"수","16시-18시","9월","부상자수[명]","명","383","344","429","638","362","520","490","607","466","571","496",
"수","16시-18시","10월","사고건수[건]","건","327","363","369","326","320","257","418","462","319","338","337",
"수","16시-18시","10월","사망자수[명]","명","9","8","8","6","2","2","8","0","2","3","1",
"수","16시-18시","10월","부상자수[명]","명","441","513","524","484","428","396","589","633","423","430","435",
"수","16시-18시","11월","사고건수[건]","건","309","320","315","344","341","431","356","369","363","326","429",
"수","16시-18시","11월","사망자수[명]","명","9","9","3","5","3","7","7","5","2","2","4",
"수","16시-18시","11월","부상자수[명]","명","412","479","427","474","443","642","503","485","522","450","570",
"수","16시-18시","12월","사고건수[건]","건","275","238","363","412","325","319","288","296","377","390","319",
"수","16시-18시","12월","사망자수[명]","명","3","4","10","5","6","3","7","12","8","5","3",
"수","16시-18시","12월","부상자수[명]","명","405","331","540","577","440","424","383","428","517","561","454",
"수","18시-20시","전체","사고건수[건]","건","4049","3962","4574","4575","4322","4443","4388","4990","4722","4582","4223",
"수","18시-20시","전체","사망자수[명]","명","85","98","81","98","68","72","65","67","55","44","40",
"수","18시-20시","전체","부상자수[명]","명","5827","5592","6483","6432","6023","6387","6203","7128","6626","6294","5802",
"수","18시-20시","1월","사고건수[건]","건","331","378","385","334","368","404","453","462","471","402","331",
"수","18시-20시","1월","사망자수[명]","명","13","12","12","9","8","5","6","8","10","6","2",
"수","18시-20시","1월","부상자수[명]","명","454","546","512","460","563","575","662","658","699","532","444",
"수","18시-20시","2월","사고건수[건]","건","383","264","310","284","301","313","444","325","403","404","276",
"수","18시-20시","2월","사망자수[명]","명","10","5","3","10","8","9","5","4","6","4","5",
"수","18시-20시","2월","부상자수[명]","명","561","364","467","406","439","490","597","503","552","548","372",
"수","18시-20시","3월","사고건수[건]","건","278","268","380","346","395","402","285","353","274","373","312",
"수","18시-20시","3월","사망자수[명]","명","1","6","4","6","6","5","3","5","2","3","4",
"수","18시-20시","3월","부상자수[명]","명","447","401","567","524","538","559","378","494","382","506","403",
"수","18시-20시","4월","사고건수[건]","건","277","292","389","348","317","348","287","323","352","328","313",
"수","18시-20시","4월","사망자수[명]","명","1","2","2","5","7","5","3","4","6","1","4",
"수","18시-20시","4월","부상자수[명]","명","419","441","547","492","441","474","407","423","528","467","405",
"수","18시-20시","5월","사고건수[건]","건","356","361","308","331","336","350","341","412","337","264","317",
"수","18시-20시","5월","사망자수[명]","명","7","6","4","11","1","5","3","4","4","2","0",
"수","18시-20시","5월","부상자수[명]","명","481","462","434","448","462","504","497","634","467","367","445",
"수","18시-20시","6월","사고건수[건]","건","261","275","294","286","344","284","249","373","351","395","353",
"수","18시-20시","6월","사망자수[명]","명","7","4","1","0","1","1","3","7","0","4","1",
"수","18시-20시","6월","부상자수[명]","명","336","367","387","376","436","405","355","510","530","538","479",
"수","18시-20시","7월","사고건수[건]","건","302","339","388","374","304","327","320","412","399","328","302",
"수","18시-20시","7월","사망자수[명]","명","4","6","0","6","5","6","6","3","7","3","2",
"수","18시-20시","7월","부상자수[명]","명","436","472","534","515","418","459","456","602","519","470","424",
"수","18시-20시","8월","사고건수[건]","건","341","291","288","337","359","356","362","394","288","308","388",
"수","18시-20시","8월","사망자수[명]","명","5","6","4","7","1","3","6","6","4","1","4",
"수","18시-20시","8월","부상자수[명]","명","532","426","407","431","513","495","496","577","409","418","565",
"수","18시-20시","9월","사고건수[건]","건","359","275","326","536","293","410","360","439","413","416","335",
"수","18시-20시","9월","사망자수[명]","명","8","11","5","9","3","8","8","3","5","5","6",
"수","18시-20시","9월","부상자수[명]","명","533","383","463","822","391","586","566","635","589","553","439",
"수","18시-20시","10월","사고건수[건]","건","466","458","541","448","429","360","489","613","452","422","406",
"수","18시-20시","10월","사망자수[명]","명","13","14","17","11","5","8","10","12","5","6","4",
"수","18시-20시","10월","부상자수[명]","명","668","606","735","615","595","580","674","849","621","590","575",
